CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,CITY,STATE,COUNTRY,SIGNUP_DATE,IS_ACTIVE,CUSTOMER_TIER,ANNUAL_REVENUE,CREATED_AT
1077,Lakshmi,Naik,lakshmi.naik77@email.com,9843311626,Hyderabad,Telangana,India,2023-09-01,TRUE,GOLD,466860.53,2023-09-01
1078,Girish,Agarwal,girish.agarwal78@email.com,9888990506,Surat,Gujarat,India,2022-06-04,TRUE,BRONZE,288232.09,2022-06-04
1079,Rajesh,Sethi,rajesh.sethi79@email.com,9898641164,Bengaluru,Karnataka,India,2020-10-05,TRUE,SILVER,133660.77,2020-10-05
1080,Akash,Tiwari,akash.tiwari80@email.com,9814380847,Ahmedabad,Gujarat,India,2022-03-26,TRUE,GOLD,918982.03,2022-03-26
1081,Anjali,Venkat,anjali.venkat81@email.com,9898742485,Bhubaneswar,Odisha,India,2021-03-21,TRUE,SILVER,521631.43,2021-03-21
1082,Rohan,Bose,rohan.bose82@email.com,9851286958,Visakhapatnam,Andhra Pradesh,India,2022-03-28,TRUE,SILVER,250232.04,2022-03-28
1083,Jyoti,Malhotra,jyoti.malhotra83@email.com,9820796722,Visakhapatnam,Andhra Pradesh,India,2019-06-13,TRUE,GOLD,1215353.01,2019-06-13
1084,Kiran,Singh,kiran.singh84@email.com,9887201917,Gurgaon,Haryana,India,2019-03-26,TRUE,GOLD,553631.83,2019-03-26
1085,Arjun,Sethi,arjun.sethi85@email.com,9897444123,Coimbatore,Tamil Nadu,India,2022-02-13,TRUE,SILVER,511479.93,2022-02-13
1086,Aman,Singh,aman.singh86@email.com,9853091709,Patna,Bihar,India,2020-03-04,TRUE,BRONZE,209633.73,2020-03-04
1087,Kunal,Ghosh,kunal.ghosh87@email.com,9883832717,Delhi,Delhi,India,2024-02-06,FALSE,BRONZE,39196.87,2024-02-06
1088,Jyoti,Deshpande,jyoti.deshpande88@email.com,,Ranchi,Jharkhand,India,2024-03-07,TRUE,BRONZE,111724.91,2024-03-07
1089,Aarti,Roy,aarti.roy89@email.com,9845843681,Noida,Uttar Pradesh,India,2020-06-20,TRUE,SILVER,561617.52,2020-06-20
1090,Kavya,Verma,kavya.verma90@email.com,9842117961,Vadodara,Gujarat,India,2020-10-10,TRUE,BRONZE,125357.25,2020-10-10
1091,Varun,Kumar,varun.kumar91@email.com,9830665654,Kochi,Kerala,India,2022-04-10,TRUE,BRONZE,251243.56,2022-04-10
1092,Vikas,Bhat,vikas.bhat92@email.com,9835583290,Goa,Goa,India,2024-09-12,TRUE,BRONZE,25593.97,2024-09-12
1093,Manya,Banerjee,manya.banerjee93@email.com,9810344303,Bhopal,Madhya Pradesh,India,2022-05-07,TRUE,SILVER,531353.19,2022-05-07
1094,Lakshmi,Tiwari,lakshmi.tiwari94@email.com,9884077101,Mangaluru,Karnataka,India,2023-03-26,TRUE,BRONZE,60652.45,2023-03-26
1095,Harsh,Naik,harsh.naik95@email.com,9865133300,Delhi,Delhi,India,2022-07-27,TRUE,GOLD,1626589.63,2022-07-27
1096,Simran,Ghosh,simran.ghosh96@email.com,9830415230,Kochi,Kerala,India,2019-06-01,TRUE,PLATINUM,1693373.78,2019-06-01
1097,Rajesh,Tiwari,rajesh.tiwari97@email.com,9812059919,Mysuru,Karnataka,India,2020-08-13,TRUE,GOLD,325635.21,2020-08-13
1098,Vikas,Venkat,vikas.venkat98@email.com,9897219599,Bengaluru,Karnataka,India,2022-09-07,TRUE,GOLD,772418.61,2022-09-07
1099,Abhishek,Roy,abhishek.roy99@email.com,9882613940,Delhi,Delhi,India,2019-10-08,TRUE,GOLD,589010.43,2019-10-08
1100,Anjali,Bajaj,anjali.bajaj100@email.com,9895060193,Vadodara,Gujarat,India,2020-02-16,TRUE,GOLD,1808779.64,2020-02-16
1101,Arjun,Mukherjee,arjun.mukherjee101@email.com,9860310319,Surat,Gujarat,India,2020-08-19,TRUE,SILVER,548622.29,2020-08-19
1102,Sneha,Joshi,sneha.joshi102@email.com,9861344226,Visakhapatnam,Andhra Pradesh,India,2021-09-13,TRUE,SILVER,193428.87,2021-09-13
1103,Nikhil,Dubey,nikhil.dubey103@email.com,,Bhubaneswar,Odisha,India,2024-03-20,TRUE,GOLD,332791.73,2024-03-20
1104,Tushar,Saxena,tushar.saxena104@email.com,9866949781,Vadodara,Gujarat,India,2021-10-21,TRUE,BRONZE,299815.2,2021-10-21
1105,Nupur,Iyer,nupur.iyer105@email.com,9887149951,Bhopal,Madhya Pradesh,India,2022-04-24,FALSE,GOLD,803695.37,2022-04-24
1106,Rahul,Naik,rahul.naik106@email.com,9816582607,Goa,Goa,India,2024-07-27,TRUE,PLATINUM,3889917.85,2024-07-27
1107,Anjali,Hegde,anjali.hegde107@email.com,9835519083,Visakhapatnam,Andhra Pradesh,India,2021-10-23,TRUE,GOLD,1325179.45,2021-10-23
1108,Rohini,Roy,rohini.roy108@email.com,9815291208,Bhopal,Madhya Pradesh,India,2023-12-11,FALSE,SILVER,113815.33,2023-12-11
1109,Isha,Mukherjee,isha.mukherjee109@email.com,9827738187,Bhubaneswar,Odisha,India,2023-02-07,TRUE,PLATINUM,4160839.47,2023-02-07
1110,Nikhil,Chandra,nikhil.chandra110@email.com,9855461591,Bhubaneswar,Odisha,India,2020-04-16,TRUE,BRONZE,227474.69,2020-04-16
1111,Varun,Chatterjee,varun.chatterjee111@email.com,9884801233,Indore,Madhya Pradesh,India,2020-01-05,TRUE,BRONZE,163288.83,2020-01-05
1112,Raj,Chauhan,raj.chauhan112@email.com,9888458327,Nagpur,Maharashtra,India,2023-03-02,FALSE,BRONZE,12382.27,2023-03-02
1113,Disha,Mukherjee,disha.mukherjee113@email.com,9818484847,Thiruvananthapuram,Kerala,India,2024-03-16,TRUE,BRONZE,125447.28,2024-03-16
1114,Rohini,Patel,rohini.patel114@email.com,9876118957,Hyderabad,Telangana,India,2020-02-03,TRUE,SILVER,317030.21,2020-02-03
1115,Bhavna,Ghosh,bhavna.ghosh115@email.com,9882503409,Surat,Gujarat,India,2020-09-24,TRUE,GOLD,1670712.3,2020-09-24
1116,Yash,Mishra,yash.mishra116@email.com,9859731689,Kolkata,West Bengal,India,2023-12-22,TRUE,BRONZE,111992.38,2023-12-22
1117,Bhavna,Kamath,bhavna.kamath117@email.com,9818126895,Nagpur,Maharashtra,India,2022-02-04,TRUE,BRONZE,255169.79,2022-02-04
1118,Raj,Singh,raj.singh118@email.com,9890147573,Mumbai,Maharashtra,India,2019-07-27,TRUE,BRONZE,42147.55,2019-07-27
1119,Arun,Das,arun.das119@email.com,9837804191,Gurgaon,Haryana,India,2021-06-03,TRUE,BRONZE,233438.73,2021-06-03
1120,Saurabh,Sharma,saurabh.sharma120@email.com,9827447248,Noida,Uttar Pradesh,India,2021-10-23,TRUE,BRONZE,260602.13,2021-10-23
1121,Deepak,Sharma,deepak.sharma121@email.com,9889034501,Lucknow,Uttar Pradesh,India,2019-03-06,TRUE,BRONZE,223806.83,2019-03-06
1122,Tanu,Kumar,tanu.kumar122@email.com,9858592048,Chandigarh,Punjab,India,2020-03-22,TRUE,BRONZE,186456.52,2020-03-22
1123,Girish,Kapoor,girish.kapoor123@email.com,9818163847,Kochi,Kerala,India,2023-07-04,TRUE,BRONZE,215158.39,2023-07-04
1124,Tushar,Nair,tushar.nair124@email.com,9829909029,Bengaluru,Karnataka,India,2020-05-31,TRUE,SILVER,443201.58,2020-05-31
1125,Sakshi,Agarwal,sakshi.agarwal125@email.com,9870896652,Chandigarh,Punjab,India,2023-10-29,FALSE,GOLD,1708529.62,2023-10-29
1126,Naveen,Khanna,naveen.khanna126@email.com,9840667888,Surat,Gujarat,India,2022-10-20,TRUE,SILVER,586393.88,2022-10-20
1127,Abhishek,Pandey,abhishek.pandey127@email.com,9830486849,Patna,Bihar,India,2024-04-26,FALSE,GOLD,204595.6,2024-04-26
1128,Rajesh,Bajaj,rajesh.bajaj128@email.com,9884674816,Delhi,Delhi,India,2022-09-12,TRUE,SILVER,700149.82,2022-09-12
1129,Piyush,Khanna,piyush.khanna129@email.com,9851936181,Indore,Madhya Pradesh,India,2020-02-29,TRUE,BRONZE,198737.21,2020-02-29
1130,Varun,Iyer,varun.iyer130@email.com,9825419645,Mangaluru,Karnataka,India,2022-02-15,TRUE,GOLD,1693407.22,2022-02-15
1131,Meenakshi,Shetty,meenakshi.shetty131@email.com,9891737913,Goa,Goa,India,2021-12-31,FALSE,BRONZE,229910.81,2021-12-31
1132,Kriti,Saxena,,9886010330,Patna,Bihar,India,2023-06-30,FALSE,GOLD,1944184.43,2023-06-30
1133,Sunita,Bajaj,sunita.bajaj133@email.com,9870887307,Lucknow,Uttar Pradesh,India,2020-10-06,TRUE,GOLD,1558134.53,2020-10-06
1134,Arun,Hegde,arun.hegde134@email.com,9831127198,Mangaluru,Karnataka,India,2019-07-23,TRUE,BRONZE,200271.91,2019-07-23
1135,Aman,Hegde,aman.hegde135@email.com,9878765957,Hyderabad,Telangana,India,2022-11-14,TRUE,BRONZE,205153.45,2022-11-14
1136,Aman,Kulkarni,aman.kulkarni136@email.com,9863051354,Visakhapatnam,Andhra Pradesh,India,2019-08-13,FALSE,BRONZE,67314.02,2019-08-13
1137,Rohini,Sethi,rohini.sethi137@email.com,9811037490,Kochi,Kerala,India,2023-10-30,TRUE,SILVER,565900.3,2023-10-30
1138,Mohit,Menon,mohit.menon138@email.com,9819673809,Nagpur,Maharashtra,India,2019-06-23,TRUE,SILVER,71511.46,2019-06-23
1139,Abhishek,Naik,abhishek.naik139@email.com,9895918360,Surat,Gujarat,India,2022-03-31,FALSE,BRONZE,100806.61,2022-03-31
1140,Meenakshi,Dubey,meenakshi.dubey140@email.com,9821828592,Surat,Gujarat,India,2020-03-09,TRUE,SILVER,423930.41,2020-03-09
1141,Tarun,Kapoor,tarun.kapoor141@email.com,9832566390,Bengaluru,Karnataka,India,2024-09-21,TRUE,SILVER,163183.93,2024-09-21
1142,Siddharth,Saxena,siddharth.saxena142@email.com,9829822594,Ahmedabad,Gujarat,India,2020-02-26,TRUE,BRONZE,182707.7,2020-02-26
1143,Vikram,Rao,vikram.rao143@email.com,9872270726,Mangaluru,Karnataka,India,2024-01-13,TRUE,GOLD,1293123.82,2024-01-13
1144,Meenakshi,Mukherjee,meenakshi.mukherjee144@email.com,9830261159,Coimbatore,Tamil Nadu,India,2019-10-07,TRUE,SILVER,639100.45,2019-10-07
1145,Monali,Reddy,monali.reddy145@email.com,9871974027,Coimbatore,Tamil Nadu,India,2019-06-04,FALSE,GOLD,171927.38,2019-06-04
1146,Sunita,Shetty,sunita.shetty146@email.com,9887890494,Noida,Uttar Pradesh,India,2019-06-18,TRUE,GOLD,1310638.16,2019-06-18
1147,Sakshi,Hegde,sakshi.hegde147@email.com,9818304547,Coimbatore,Tamil Nadu,India,2020-02-28,TRUE,GOLD,1965123.45,2020-02-28
1148,Amit,Deshpande,amit.deshpande148@email.com,9868754920,Coimbatore,Tamil Nadu,India,2024-11-16,TRUE,BRONZE,114991.33,2024-11-16
1149,Kunal,Agarwal,kunal.agarwal149@email.com,9890246882,Delhi,Delhi,India,2022-10-02,FALSE,BRONZE,205121.91,2022-10-02
1150,Kunal,Venkat,kunal.venkat150@email.com,9890893133,Ranchi,Jharkhand,India,2020-09-07,TRUE,SILVER,121728.42,2020-09-07
1151,Siddharth,Kapoor,siddharth.kapoor151@email.com,9862607710,Chennai,Tamil Nadu,India,2019-12-14,TRUE,SILVER,635412.95,2019-12-14
1152,Deepak,Ghosh,deepak.ghosh152@email.com,9880651318,Bengaluru,Karnataka,India,2023-10-01,TRUE,BRONZE,96115.49,2023-10-01
1153,Nisha,Banerjee,nisha.banerjee153@email.com,9840406092,Chennai,Tamil Nadu,India,2020-09-26,FALSE,GOLD,220258.71,2020-09-26
1154,Sweta,Bajaj,sweta.bajaj154@email.com,9855199748,Raipur,Chhattisgarh,India,2020-06-20,TRUE,BRONZE,58349.56,2020-06-20
1155,Meenakshi,Joshi,meenakshi.joshi155@email.com,9858895439,Patna,Bihar,India,2021-08-30,TRUE,SILVER,604389.02,2021-08-30
1156,Sonal,Pillai,sonal.pillai156@email.com,9872950208,Raipur,Chhattisgarh,India,2021-03-05,TRUE,PLATINUM,4922976.98,2021-03-05
1157,Ankita,Arora,ankita.arora157@email.com,9880794454,Surat,Gujarat,India,2020-10-25,TRUE,GOLD,294029.1,2020-10-25
1158,Nikhil,Reddy,nikhil.reddy158@email.com,9884429198,Goa,Goa,India,2020-02-25,TRUE,SILVER,108495.44,2020-02-25
1159,Amit,Sethi,amit.sethi159@email.com,9878901038,Chennai,Tamil Nadu,India,2023-11-27,FALSE,PLATINUM,4092681.12,2023-11-27
1160,Siddharth,Verma,siddharth.verma160@email.com,9860192261,Ahmedabad,Gujarat,India,2023-05-01,TRUE,SILVER,32268.16,2023-05-01
1161,Rajesh,Goyal,rajesh.goyal161@email.com,9828468304,Delhi,Delhi,India,2022-03-21,TRUE,SILVER,666577.28,2022-03-21
1162,Vikas,Tiwari,vikas.tiwari162@email.com,9812550658,Jaipur,Rajasthan,India,2021-06-02,TRUE,SILVER,584515.48,2021-06-02
1163,Tanu,Pandey,tanu.pandey163@email.com,9850419829,Hyderabad,Telangana,India,2019-07-15,TRUE,SILVER,502020.35,2019-07-15
1164,Neha,Kumar,neha.kumar164@email.com,9881947921,Mumbai,Maharashtra,India,2024-10-11,TRUE,GOLD,596718.54,2024-10-11
1165,Priya,Shetty,priya.shetty165@email.com,9835140847,Patna,Bihar,India,2019-12-17,TRUE,SILVER,763188.91,2019-12-17
1166,Sweta,Deshpande,sweta.deshpande166@email.com,9812729224,Nagpur,Maharashtra,India,2024-04-09,FALSE,SILVER,304908.89,2024-04-09
1167,Ananya,Saxena,ananya.saxena167@email.com,9898195059,Thiruvananthapuram,Kerala,India,2020-02-29,TRUE,GOLD,678386.84,2020-02-29
1168,Arjun,Saxena,arjun.saxena168@email.com,9833500064,Dehradun,Uttarakhand,India,2024-03-18,TRUE,SILVER,153999.62,2024-03-18
1169,Rohini,Nair,rohini.nair169@email.com,9814963880,Bhopal,Madhya Pradesh,India,2021-04-05,FALSE,BRONZE,17362.25,2021-04-05
1170,Megha,Deshpande,megha.deshpande170@email.com,9873538641,Jaipur,Rajasthan,India,2019-05-30,TRUE,BRONZE,110307.38,2019-05-30
1171,Divya,Sen,divya.sen171@email.com,9859394697,Surat,Gujarat,India,2023-06-27,TRUE,GOLD,785556.64,2023-06-27
1172,Sneha,Yadav,sneha.yadav172@email.com,9879696025,Jaipur,Rajasthan,India,2019-12-05,TRUE,BRONZE,182723.72,2019-12-05
1173,Sneha,Kamath,sneha.kamath173@email.com,9854012664,Patna,Bihar,India,2022-04-25,TRUE,SILVER,346631.7,2022-04-25
1174,Tushar,Saxena,tushar.saxena174@email.com,9857319709,Visakhapatnam,Andhra Pradesh,India,2023-11-17,TRUE,PLATINUM,4742126.67,2023-11-17
1175,Vikram,Ghosh,vikram.ghosh175@email.com,9831473054,Mumbai,Maharashtra,India,2020-08-07,TRUE,GOLD,887582.19,2020-08-07
1176,Deepak,Nair,deepak.nair176@email.com,9858607028,Nagpur,Maharashtra,India,2019-05-13,TRUE,GOLD,1898670.59,2019-05-13
1177,Bhavna,Tiwari,bhavna.tiwari177@email.com,9881062902,Indore,Madhya Pradesh,India,2023-06-19,TRUE,BRONZE,288353.42,2023-06-19
1178,Kiran,Bajaj,kiran.bajaj178@email.com,9885386435,Hyderabad,Telangana,India,2021-12-08,TRUE,GOLD,444849.44,2021-12-08
1179,Yash,Chopra,yash.chopra179@email.com,9836867482,Hyderabad,Telangana,India,2020-07-09,TRUE,SILVER,719956.43,2020-07-09
1180,Tushar,Singh,tushar.singh180@email.com,9852894344,Patna,Bihar,India,2022-11-24,TRUE,SILVER,239386.2,2022-11-24
1181,Pranav,Joshi,pranav.joshi181@email.com,9895590648,Pune,Maharashtra,India,2023-01-20,TRUE,BRONZE,64289.21,2023-01-20
